ID,Name,Designation,Department,Location,Date_of_Joining,Gender,Salary,Phone_No,GP,Work_From,Last Logout,
669,QQUPK,QA,Application Development,Texas,16/08/14,Male,1181680,9898980668,4.00,Work From Home,06-16-2019 15:00:00,
670,VKWTR,QA,Development,Banglore,18/11/20,Female,1100808,9898980669,2.00,,11-08-2022 18:10:55,
671,JPRLR,TEAM LEAD,Testing,Gurgaon,25/05/14,Male,1561614,9898980670,3.00,Work From Home,02-07-2018 12:19:18,
672,ZYEAF,SDE,Testing,Banglore,15/05/11,Male,1149275,9898980671,2.00,Work From Office,05-24-2017 07:20:52,
673,WXNBR,MANAGER,Testing,Gurgaon,17/09/13,Male,1333913,9898980672,2.00,Work From Office,11-26-2012 10:46:56,
674,XOUVA,SDE,Application Development,Pune,08/03/22,Female,1048000,9898980673,4.00,Work From Office,09-30-2012 16:41:39,
675,TEHUO,TEAM LEAD,Development,Gurgaon,10/01/10,Male,1985697,9898980674,5.00,Work From Office,08-21-2011 22:23:44,
676,HOLBP,MANAGER,Development,Gurgaon,21/08/13,Male,1876150,9898980675,1.00,,11-30-2015 01:30:32,
677,GJUEU,MANAGER,Development,Delhi,27/07/20,Female,1398343,9898980676,5.00,,05-06-2011 06:52:21,
678,IVGWG,MANAGER,Application Development,Texas,22/10/14,Female,1067402,9898980677,2.00,Work From Home,07-03-2019 01:41:39,
679,NZCWW,TEAM LEAD,Testing,Texas,30/09/10,Male,1891379,9898980678,4.00,Work From Home,11-16-2022 17:56:42,
680,PCNRE,SDE,Operations,Gurgaon,13/07/13,Male,1872167,9898980679,2.00,Work From Home,08-11-2022 08:12:31,
681,KCIVK,TEAM LEAD,Operations,Banglore,25/05/21,Male,1261090,9898980680,4.00,,01-18-2012 17:56:33,
682,TNBGA,SDE,Development,Texas,27/11/21,Female,1701844,9898980681,2.00,Work From Home,08-26-2022 22:18:14,
683,FGETN,SDE,Operations,Gurgaon,15/09/20,Male,1686723,9898980682,3.00,Work From Home,08-07-2010 12:54:40,
684,MFZWK,TEAM LEAD,Operations,Gurgaon,20/03/15,Female,1707059,9898980683,1.00,,09-19-2013 22:06:17,
685,GQDZP,TEAM LEAD,Testing,Texas,05/01/11,Female,1058321,9898980684,4.00,Work From Home,04-28-2012 21:26:16,
686,OZDOV,SDET,Testing,Delhi,18/01/15,Female,1936334,9898980685,1.00,Work From Office,01-01-2017 10:22:51,
687,REGJW,QA,Operations,Texas,09/01/21,Male,1828477,9898980686,3.00,,03-28-2021 18:55:12,
688,AWEMH,QA,Operations,Gurgaon,31/08/17,Male,1825425,9898980687,5.00,Work From Home,11-20-2022 13:43:21,
689,PIXVZ,SDE,Development,Delhi,05/09/22,Female,1743315,9898980688,4.00,Work From Office,03-23-2010 13:40:59,
690,WLJXY,MANAGER,Testing,Gurgaon,26/02/11,Male,1749001,9898980689,1.00,Work From Office,02-21-2015 09:37:30,
691,ANWID,SDE,Testing,Gurgaon,17/01/12,Male,1191809,9898980690,2.00,,09-24-2017 01:37:49,
692,KRTHF,QA,Development,Gurgaon,10/04/12,Male,1201510,9898980691,1.00,,04-24-2011 20:56:22,
693,PLOFR,MANAGER,Testing,Texas,19/10/22,Male,1807738,9898980692,1.00,,02-24-2017 19:26:26,
694,TOVPE,SDET,Application Development,Delhi,26/08/12,Male,1485892,9898980693,4.00,Work From Home,11-24-2018 14:47:11,
695,EVICY,SDE,Application Development,Delhi,29/09/13,Male,1204374,9898980694,5.00,Work From Office,09-23-2015 20:02:32,
696,APUNM,TEAM LEAD,Development,Pune,20/09/12,Female,1045866,9898980695,3.00,Work From Home,01-07-2021 04:59:44,
697,LFUII,TEAM LEAD,Development,Pune,09/05/19,Male,1006595,9898980696,2.00,Work From Office,02-22-2021 09:06:28,
698,MPAWQ,QA,Development,Pune,11/04/15,Male,1106311,9898980697,4.00,Work From Home,08-22-2018 18:41:06,
699,KBCJX,QA,Testing,Banglore,30/06/11,Female,1541961,9898980698,5.00,Work From Office,07-06-2011 14:09:36,
700,MBGEG,SDET,Application Development,Gurgaon,08/04/13,Female,1321686,9898980699,3.00,,07-28-2011 17:52:40,
701,ZJMGI,QA,Testing,Pune,01/10/17,Female,1603579,9898980700,1.00,Work From Home,12-08-2021 15:32:49,
702,WULEU,MANAGER,Operations,Banglore,12/06/19,Female,1491124,9898980701,3.00,Work From Office,06-07-2020 15:29:36,
703,DAKSS,TEAM LEAD,Testing,Delhi,22/09/20,Male,1394619,9898980702,4.00,Work From Home,07-25-2022 14:34:41,
704,HIIZQ,QA,Development,Pune,13/06/10,Male,1841380,9898980703,1.00,,05-26-2018 01:09:06,
705,LPVQS,SDE,Testing,Banglore,02/11/12,Male,1144415,9898980704,3.00,Work From Office,02-11-2016 03:50:03,
706,NYPXT,QA,Testing,Banglore,17/05/11,Male,1681714,9898980705,3.00,,04-17-2018 07:38:15,
707,UAISF,MANAGER,Development,Delhi,01/05/21,Female,1501662,9898980706,5.00,Work From Office,02-13-2019 15:04:51,
708,IDMBG,SDE,Testing,Banglore,03/04/17,Female,1382817,9898980707,1.00,Work From Home,02-09-2013 22:35:27,
709,XUPWI,SDE,Testing,Pune,22/06/10,Female,1656666,9898980708,5.00,Work From Home,01-24-2020 07:48:35,
710,LFMUB,TEAM LEAD,Operations,Pune,21/09/13,Female,1972208,9898980709,4.00,Work From Home,09-01-2010 00:37:09,
711,HLWND,SDE,Operations,Pune,20/04/18,Female,1657584,9898980710,1.00,Work From Office,09-09-2018 04:43:02,
712,TUADN,SDET,Operations,Delhi,30/09/11,Male,1708568,9898980711,2.00,Work From Office,01-25-2013 01:01:38,
713,MMPDH,MANAGER,Application Development,Delhi,05/06/21,Female,1346290,9898980712,2.00,Work From Home,01-02-2011 08:57:20,
714,MJTBJ,TEAM LEAD,Development,Gurgaon,31/08/14,Female,1817457,9898980713,4.00,Work From Home,04-11-2016 14:28:37,
715,JPEIR,TEAM LEAD,Operations,Texas,20/09/19,Male,1258192,9898980714,5.00,Work From Office,11-13-2020 23:53:58,
716,HSKVS,SDE,Operations,Banglore,04/10/10,Male,1423868,9898980715,5.00,Work From Office,06-11-2015 08:17:26,
717,CMBLS,MANAGER,Operations,Delhi,11/07/10,Female,1068715,9898980716,2.00,Work From Home,05-21-2012 11:14:30,
718,BXDPQ,SDET,Testing,Gurgaon,21/11/11,Male,1968613,9898980717,5.00,Work From Office,11-28-2022 09:36:13,
719,OYSVS,QA,Application Development,Gurgaon,17/01/19,Male,1600399,9898980718,5.00,Work From Office,12-23-2011 23:11:39,
720,DZADF,SDE,Operations,Gurgaon,01/02/17,Female,1386045,9898980719,4.00,Work From Office,11-20-2020 08:13:37,
721,UZKRL,QA,Testing,Gurgaon,18/03/11,Female,1705139,9898980720,5.00,,03-20-2021 01:12:36,
722,FLNCK,SDET,Operations,Texas,10/09/14,Female,1493694,9898980721,1.00,,07-09-2019 22:23:00,
723,KSBLW,SDET,Testing,Pune,04/03/16,Male,1473075,9898980722,4.00,,07-26-2012 21:23:54,
724,XKIAG,SDET,Application Development,Delhi,09/11/17,Female,1795696,9898980723,3.00,Work From Office,12-28-2017 12:33:58,
725,OZSFV,SDE,Application Development,Delhi,09/11/14,Male,1543873,9898980724,5.00,Work From Office,04-26-2016 07:44:11,
726,RWLYE,QA,Operations,Gurgaon,13/05/13,Male,1665382,9898980725,4.00,Work From Home,11-15-2012 00:53:27,
727,SKQVE,TEAM LEAD,Testing,Pune,06/10/14,Female,1394371,9898980726,4.00,Work From Home,12-14-2010 11:58:41,
728,KSMRA,TEAM LEAD,Application Development,Texas,18/02/19,Female,1057866,9898980727,5.00,Work From Office,07-30-2020 00:15:47,
729,THQWV,SDE,Development,Gurgaon,19/11/12,Male,1403655,9898980728,1.00,Work From Home,04-17-2013 17:35:05,
730,CSEOJ,MANAGER,Development,Delhi,23/10/22,Male,1129019,9898980729,4.00,Work From Office,12-06-2013 11:53:23,
731,WFFSZ,MANAGER,Development,Gurgaon,19/03/15,Male,1317236,9898980730,5.00,Work From Home,03-16-2013 17:32:19,
732,XGJSE,SDET,Application Development,Banglore,19/02/19,Female,1010476,9898980731,4.00,,03-30-2015 14:38:17,
733,PPNUW,TEAM LEAD,Development,Pune,10/01/12,Male,1325668,9898980732,5.00,,05-22-2019 19:03:42,
734,MYSKT,QA,Application Development,Texas,29/10/18,Male,1984125,9898980733,3.00,Work From Home,03-05-2016 17:54:18,
735,YNYHE,QA,Development,Delhi,17/02/16,Male,1821990,9898980734,4.00,Work From Office,01-03-2014 00:43:36,
736,UEBDD,QA,Testing,Gurgaon,04/01/15,Female,1948692,9898980735,3.00,Work From Home,12-07-2018 04:47:05,
737,JEHGA,SDET,Testing,Banglore,03/08/15,Male,1472364,9898980736,1.00,Work From Office,07-31-2020 00:32:29,
738,CUADA,SDET,Operations,Texas,11/05/17,Male,1117771,9898980737,4.00,Work From Home,05-14-2022 03:52:22,
739,XQHAZ,MANAGER,Application Development,Pune,06/04/22,Female,1533350,9898980738,1.00,Work From Home,07-17-2017 12:20:56,
740,OQLKF,MANAGER,Development,Banglore,10/06/18,Female,1482464,9898980739,5.00,Work From Office,12-04-2020 02:48:26,
741,QYSAI,TEAM LEAD,Testing,Pune,08/09/20,Male,1142596,9898980740,2.00,Work From Home,11-12-2010 11:15:43,
742,GPWAC,MANAGER,Development,Gurgaon,04/09/21,Female,1090486,9898980741,1.00,Work From Office,03-21-2012 14:48:37,
743,HWSJN,QA,Application Development,Pune,25/10/18,Male,1379096,9898980742,2.00,Work From Home,05-14-2014 05:30:44,
744,WFECJ,SDE,Development,Texas,18/05/18,Male,1651467,9898980743,2.00,Work From Office,12-19-2014 07:20:47,
745,SIFGT,QA,Testing,Pune,06/09/22,Male,1924897,9898980744,1.00,Work From Office,05-29-2016 19:22:48,
746,OGRLY,SDET,Testing,Gurgaon,18/07/10,Male,1254474,9898980745,3.00,Work From Home,06-11-2016 10:36:44,
747,PHSEQ,MANAGER,Operations,Gurgaon,16/11/20,Female,1122217,9898980746,5.00,Work From Home,08-13-2020 10:11:58,
748,FSEDG,MANAGER,Application Development,Texas,08/10/21,Male,1140715,9898980747,2.00,Work From Office,02-03-2011 02:14:31,
749,LKQFO,SDET,Application Development,Delhi,20/01/15,Male,1526515,9898980748,4.00,,04-03-2022 16:07:04,
750,PFFAH,SDET,Testing,Pune,26/02/12,Female,1735463,9898980749,2.00,Work From Home,12-27-2010 16:34:43,
751,BUTVC,QA,Application Development,Banglore,26/01/14,Male,1249254,9898980750,5.00,,06-17-2019 20:18:28,
752,JRJGQ,SDET,Development,Gurgaon,11/06/19,Female,1592455,9898980751,3.00,,01-06-2017 12:40:33,
753,CBHCW,SDET,Development,Texas,22/05/17,Male,1527593,9898980752,2.00,,08-20-2010 14:22:26,
754,YZBSF,SDE,Application Development,Texas,30/07/13,Female,1890960,9898980753,5.00,Work From Home,08-26-2019 18:12:31,
755,LBAKI,TEAM LEAD,Application Development,Banglore,29/08/11,Male,1374920,9898980754,1.00,,04-25-2020 15:53:39,
756,ZTEPN,MANAGER,Operations,Pune,11/02/13,Female,1789476,9898980755,3.00,,06-30-2020 12:57:51,
757,FNARQ,SDE,Application Development,Texas,22/09/10,Female,1390808,9898980756,2.00,Work From Home,09-07-2012 23:49:13,
758,RBATU,SDET,Development,Gurgaon,19/05/14,Male,1705951,9898980757,1.00,Work From Office,05-18-2013 17:16:27,
759,PZTVY,SDET,Testing,Delhi,06/09/10,Male,1515778,9898980758,2.00,Work From Office,07-28-2012 14:59:03,
760,GXYQJ,MANAGER,Development,Delhi,27/10/19,Male,1440600,9898980759,4.00,Work From Home,08-07-2020 22:58:52,
761,CGDOB,SDE,Testing,Delhi,20/03/15,Female,1284542,9898980760,4.00,Work From Office,07-27-2014 06:31:29,
762,FDDKU,MANAGER,Operations,Pune,01/05/19,Female,1372064,9898980761,4.00,,12-27-2022 23:52:41,
763,AXIHC,TEAM LEAD,Operations,Banglore,27/05/14,Female,1732082,9898980762,5.00,Work From Home,06-27-2014 04:34:12,
764,HNJQK,MANAGER,Application Development,Banglore,28/11/15,Female,1902706,9898980763,3.00,Work From Office,07-05-2016 08:24:19,
765,QPPDA,MANAGER,Development,Texas,04/07/22,Female,1135207,9898980764,4.00,Work From Office,01-14-2014 07:35:41,
766,VIGBZ,MANAGER,Development,Banglore,18/05/17,Female,1024323,9898980765,3.00,Work From Office,01-29-2013 11:17:13,
767,QWGXF,SDET,Testing,Gurgaon,29/01/10,Male,1439386,9898980766,4.00,,03-12-2015 08:25:03,
768,JVMVV,TEAM LEAD,Operations,Delhi,07/10/21,Male,1815952,9898980767,2.00,Work From Home,01-13-2014 14:37:34,
769,NHOJD,TEAM LEAD,Development,Delhi,20/11/13,Female,1750237,9898980768,4.00,Work From Office,01-25-2014 02:33:48,
770,ASNIO,SDE,Development,Banglore,21/09/13,Male,1391311,9898980769,4.00,Work From Office,02-19-2019 07:06:58,
771,IVLTQ,SDET,Testing,Texas,19/02/17,Male,1828849,9898980770,5.00,Work From Office,04-07-2020 12:05:02,
772,VVDHH,QA,Testing,Pune,16/11/10,Female,1636172,9898980771,2.00,,07-04-2010 06:37:27,
773,EMBVA,SDE,Development,Gurgaon,29/03/13,Male,1701438,9898980772,3.00,Work From Home,04-12-2016 10:26:23,
774,BTRZW,SDET,Development,Texas,17/05/11,Male,1487208,9898980773,3.00,,03-21-2012 10:30:55,
775,QQPND,SDET,Testing,Texas,21/05/13,Male,1095225,9898980774,5.00,Work From Office,06-11-2018 06:03:14,
776,XMKOV,SDE,Testing,Texas,21/10/13,Male,1634620,9898980775,3.00,,11-27-2016 19:22:56,
777,IFFWD,QA,Operations,Delhi,18/01/21,Male,1330088,9898980776,2.00,Work From Office,04-28-2016 16:01:35,
778,IMGEX,TEAM LEAD,Operations,Pune,20/08/21,Female,1417699,9898980777,1.00,,01-04-2020 00:41:06,
779,AANCU,SDET,Testing,Banglore,22/01/13,Male,1715947,9898980778,1.00,,07-23-2022 18:51:34,
780,AQOSA,TEAM LEAD,Application Development,Gurgaon,20/09/17,Male,1386563,9898980779,2.00,Work From Office,07-23-2012 05:56:06,
781,QKRIK,TEAM LEAD,Testing,Delhi,01/03/22,Female,1465060,9898980780,3.00,Work From Office,06-08-2020 22:58:08,
782,LSAPQ,QA,Development,Pune,07/05/21,Male,1747186,9898980781,2.00,,02-16-2011 14:01:58,
783,USTAZ,SDE,Development,Texas,13/11/17,Female,1113312,9898980782,1.00,,09-01-2015 01:56:04,
784,UHXGZ,MANAGER,Operations,Gurgaon,16/01/18,Male,1689441,9898980783,2.00,Work From Office,06-28-2010 12:11:54,
785,EUPBU,SDE,Operations,Banglore,28/03/10,Female,1537509,9898980784,3.00,Work From Office,04-24-2018 15:16:50,
786,FORFP,SDET,Development,Texas,26/09/19,Male,1363589,9898980785,5.00,Work From Office,06-13-2010 16:43:04,
787,LEUAW,SDE,Operations,Banglore,10/02/16,Female,1106201,9898980786,1.00,,09-25-2014 11:23:32,
788,MNUFZ,SDET,Operations,Delhi,29/01/17,Female,1730440,9898980787,5.00,,02-14-2014 15:48:26,
789,UPAOH,SDET,Development,Gurgaon,01/04/18,Male,1189816,9898980788,4.00,,02-11-2014 08:52:25,
790,ROXZA,QA,Testing,Gurgaon,08/10/14,Female,1578899,9898980789,4.00,,12-09-2018 20:48:29,
791,EZWZQ,MANAGER,Application Development,Texas,09/11/21,Female,1682787,9898980790,3.00,,11-07-2017 02:54:48,
792,KPZYY,SDET,Operations,Gurgaon,16/07/19,Female,1948584,9898980791,4.00,,05-08-2019 23:35:47,
793,RCKCV,TEAM LEAD,Operations,Banglore,19/09/12,Female,1686330,9898980792,3.00,Work From Office,06-21-2020 21:18:34,
794,MNQJL,SDE,Application Development,Pune,11/03/16,Female,1732162,9898980793,5.00,Work From Office,01-16-2016 05:57:25,
795,PNUSJ,SDET,Development,Gurgaon,31/01/19,Female,1895141,9898980794,5.00,,01-21-2022 03:29:21,
796,DUWMY,SDE,Operations,Banglore,22/07/18,Male,1419285,9898980795,4.00,Work From Office,12-27-2020 13:10:49,
797,GFSKU,TEAM LEAD,Application Development,Delhi,17/06/11,Female,1237318,9898980796,1.00,Work From Home,04-11-2012 13:03:40,
798,ZHVCY,TEAM LEAD,Development,Texas,26/08/15,Male,1442953,9898980797,3.00,Work From Home,07-13-2011 15:12:47,
799,GIUWN,SDE,Operations,Gurgaon,02/03/16,Female,1046855,9898980798,5.00,,07-08-2017 17:02:33,
800,EFZPO,MANAGER,Development,Texas,28/11/21,Male,1350609,9898980799,2.00,Work From Home,03-20-2020 13:17:48,
801,LWOXB,MANAGER,Development,Delhi,09/10/13,Male,1736687,9898980800,1.00,Work From Home,06-19-2019 04:05:36,
802,DWDHP,SDE,Application Development,Gurgaon,23/03/20,Male,1990065,9898980801,4.00,Work From Office,08-31-2021 02:05:54,
803,JQAUQ,QA,Testing,Pune,17/11/22,Female,1744142,9898980802,1.00,,05-09-2014 11:51:11,
804,PRDGJ,SDET,Operations,Pune,12/10/11,Female,1743409,9898980803,3.00,Work From Office,02-13-2016 13:36:30,
805,NBSGD,QA,Development,Delhi,06/08/13,Male,1459217,9898980804,4.00,Work From Office,04-07-2022 01:49:52,
806,DLXNG,SDET,Testing,Banglore,27/03/12,Female,1526867,9898980805,1.00,Work From Office,12-22-2020 20:54:29,
807,WBRRQ,TEAM LEAD,Development,Delhi,10/09/18,Male,1562042,9898980806,3.00,Work From Home,04-27-2022 08:16:40,
808,NHHMP,QA,Application Development,Delhi,06/10/12,Female,1401211,9898980807,5.00,,08-27-2011 12:48:18,
809,YNUHM,SDE,Operations,Gurgaon,10/10/22,Male,1095319,9898980808,2.00,Work From Home,12-13-2018 20:53:03,
810,MDQGH,MANAGER,Application Development,Pune,04/10/21,Male,1006408,9898980809,4.00,Work From Home,12-29-2016 00:53:14,
811,YSVYW,QA,Application Development,Gurgaon,14/06/10,Male,1527847,9898980810,4.00,,09-11-2022 08:14:08,
812,DXPAA,QA,Application Development,Texas,12/10/10,Female,1991165,9898980811,2.00,,11-18-2020 18:25:55,
813,HQQOG,QA,Development,Banglore,20/11/13,Male,1378440,9898980812,5.00,Work From Office,02-06-2021 05:38:43,
814,BBNUX,QA,Application Development,Banglore,13/11/10,Female,1036459,9898980813,2.00,Work From Office,05-30-2021 00:41:56,
815,GSJUX,SDET,Testing,Gurgaon,25/09/12,Male,1988128,9898980814,4.00,Work From Home,01-07-2018 08:00:03,
816,XQMQE,TEAM LEAD,Application Development,Texas,18/09/14,Male,1016612,9898980815,5.00,Work From Home,02-05-2020 11:20:51,
817,RYKUM,SDET,Testing,Gurgaon,02/05/22,Female,1967526,9898980816,4.00,Work From Office,11-06-2021 23:11:49,
818,VOFCK,TEAM LEAD,Development,Delhi,02/04/12,Female,1458404,9898980817,1.00,Work From Home,11-27-2017 01:09:30,
819,TNSBW,QA,Testing,Banglore,20/05/22,Male,1266846,9898980818,2.00,Work From Home,04-17-2017 13:08:35,
820,LKSMX,TEAM LEAD,Development,Gurgaon,04/05/12,Male,1391597,9898980819,4.00,,04-21-2015 07:48:57,
821,VDXHD,TEAM LEAD,Testing,Delhi,08/07/16,Female,1990136,9898980820,2.00,,03-14-2022 19:49:45,
822,BCICH,SDET,Application Development,Gurgaon,05/07/14,Female,1294263,9898980821,3.00,Work From Home,11-27-2018 15:35:07,
823,SSKBR,TEAM LEAD,Testing,Texas,21/05/11,Female,1733178,9898980822,2.00,,04-02-2017 18:55:07,
824,EOPQI,QA,Development,Texas,12/01/10,Female,1119252,9898980823,3.00,,12-16-2019 15:32:59,
825,YEMZD,SDET,Testing,Pune,29/10/10,Female,1024193,9898980824,1.00,Work From Home,01-01-2018 19:41:21,
826,ZBQKX,MANAGER,Application Development,Banglore,11/11/20,Male,1184066,9898980825,1.00,Work From Home,02-09-2010 20:48:01,
827,NHBED,MANAGER,Operations,Banglore,02/07/15,Female,1254879,9898980826,1.00,,03-02-2020 11:43:13,
828,PDVQI,TEAM LEAD,Testing,Pune,18/09/21,Female,1258180,9898980827,3.00,,12-05-2010 22:20:20,
829,UMGJM,SDE,Development,Gurgaon,19/09/11,Female,1507982,9898980828,5.00,,11-26-2019 15:16:22,
830,DULPX,QA,Operations,Gurgaon,13/10/20,Female,1453604,9898980829,4.00,Work From Home,07-15-2020 23:33:44,
831,JERUG,SDE,Application Development,Delhi,25/09/21,Male,1384306,9898980830,4.00,Work From Office,08-17-2017 19:25:42,
832,JABGI,TEAM LEAD,Development,Gurgaon,13/03/13,Female,1798093,9898980831,3.00,,11-06-2014 14:56:30,
833,GJTCO,MANAGER,Operations,Pune,12/02/11,Male,1521561,9898980832,2.00,Work From Home,08-03-2013 06:27:35,
834,WKFJD,QA,Application Development,Banglore,05/04/12,Male,1773262,9898980833,3.00,,08-14-2022 11:06:32,
835,FYICC,SDE,Testing,Texas,16/10/11,Male,1963256,9898980834,5.00,Work From Home,08-01-2020 02:56:07,
836,GCATY,TEAM LEAD,Application Development,Delhi,23/07/13,Female,1326556,9898980835,4.00,Work From Home,12-31-2010 20:43:52,
837,RNEUV,MANAGER,Operations,Gurgaon,20/07/12,Male,1300007,9898980836,5.00,Work From Office,11-08-2020 12:47:46,
838,VCJND,QA,Operations,Texas,04/09/19,Male,1715644,9898980837,1.00,Work From Office,09-07-2022 09:46:23,
839,VENQI,SDET,Application Development,Pune,06/04/11,Female,1564719,9898980838,4.00,Work From Home,07-23-2014 21:00:25,
840,XJBIY,MANAGER,Testing,Pune,27/05/17,Male,1667052,9898980839,5.00,Work From Home,07-02-2014 09:08:44,
841,GXRBP,TEAM LEAD,Testing,Gurgaon,07/07/16,Male,1181187,9898980840,3.00,,11-05-2020 04:49:26,
842,IZKVH,SDET,Testing,Delhi,22/02/13,Male,1897415,9898980841,4.00,,11-02-2013 04:58:39,
843,HALIP,SDE,Application Development,Pune,15/02/14,Female,1715350,9898980842,3.00,Work From Office,12-06-2014 16:48:55,
844,UFTCF,SDET,Development,Banglore,22/04/12,Female,1439863,9898980843,3.00,Work From Home,08-13-2011 21:38:27,
845,DXLZH,TEAM LEAD,Application Development,Banglore,22/05/20,Female,1265764,9898980844,2.00,Work From Office,05-28-2021 11:55:43,
846,SNHWH,SDE,Operations,Texas,08/03/12,Male,1194745,9898980845,4.00,Work From Office,04-26-2018 10:41:45,
847,MOHXK,QA,Application Development,Delhi,16/10/13,Female,1738095,9898980846,2.00,Work From Home,07-11-2010 07:18:16,
848,QRDQI,SDET,Operations,Pune,11/11/20,Female,1225941,9898980847,1.00,Work From Office,11-07-2018 18:13:42,
849,EPGYF,SDE,Development,Banglore,08/08/12,Male,1564204,9898980848,2.00,Work From Office,03-11-2019 05:24:31,
850,CIREW,SDET,Operations,Gurgaon,16/09/20,Male,1995849,9898980849,2.00,Work From Home,03-08-2018 04:28:28,
851,BQZVC,MANAGER,Development,Texas,15/08/22,Female,1340876,9898980850,4.00,,04-19-2022 06:44:43,
852,CTHKY,MANAGER,Application Development,Pune,24/03/22,Male,1860785,9898980851,2.00,Work From Home,12-11-2011 01:47:29,
853,ERIXH,TEAM LEAD,Operations,Pune,07/07/17,Female,1722543,9898980852,1.00,Work From Office,11-23-2022 13:32:29,
854,AQLEH,SDE,Operations,Gurgaon,25/03/11,Male,1997233,9898980853,5.00,,04-22-2019 16:05:13,
855,CQONE,TEAM LEAD,Application Development,Delhi,25/08/10,Male,1680747,9898980854,3.00,Work From Office,11-22-2014 10:31:23,
856,MAQDC,MANAGER,Application Development,Gurgaon,03/10/21,Male,1582317,9898980855,2.00,Work From Home,06-24-2019 21:30:05,
857,RNCLP,QA,Development,Banglore,24/09/11,Male,1415629,9898980856,4.00,Work From Office,01-16-2010 06:39:09,
858,QZASX,SDE,Development,Banglore,24/10/22,Male,1894002,9898980857,5.00,,11-08-2010 04:32:58,
859,PJPLB,MANAGER,Application Development,Delhi,22/05/15,Male,1581353,9898980858,4.00,Work From Home,03-29-2021 13:33:03,
860,LXFCH,SDET,Application Development,Banglore,17/01/14,Female,1278197,9898980859,4.00,Work From Office,07-05-2019 02:40:19,
861,TZVMC,TEAM LEAD,Testing,Delhi,24/05/18,Male,1065808,9898980860,3.00,Work From Office,01-22-2015 11:13:27,
862,TSFZC,SDE,Operations,Texas,13/10/16,Male,1926217,9898980861,5.00,Work From Office,01-25-2020 06:00:56,
863,FBDNL,SDET,Development,Banglore,06/07/17,Male,1535700,9898980862,3.00,Work From Office,07-07-2016 02:02:12,
864,KXCBP,SDE,Development,Pune,28/03/19,Male,1518715,9898980863,3.00,Work From Office,08-08-2010 09:25:39,
865,JDCHG,SDE,Operations,Gurgaon,25/11/21,Female,1850049,9898980864,2.00,,11-03-2021 01:06:44,
866,FOMKG,MANAGER,Operations,Banglore,02/11/11,Female,1092038,9898980865,1.00,,11-12-2010 15:19:48,
867,EYQHG,TEAM LEAD,Operations,Banglore,02/02/10,Female,1023861,9898980866,4.00,Work From Office,01-28-2019 06:24:32,
868,KJAMZ,SDET,Application Development,Delhi,06/02/16,Female,1401272,9898980867,2.00,Work From Office,05-04-2016 10:42:01,
869,UMQHC,SDE,Operations,Pune,26/03/18,Male,1810909,9898980868,3.00,Work From Home,11-03-2015 23:42:48,
870,DVKKE,TEAM LEAD,Application Development,Gurgaon,18/11/16,Male,1397116,9898980869,5.00,,12-02-2012 23:08:32,
871,SWLZB,SDET,Development,Delhi,10/09/20,Male,1669450,9898980870,2.00,,02-03-2019 05:51:24,
872,MLDSK,SDET,Development,Banglore,18/09/14,Male,1342855,9898980871,3.00,Work From Home,07-02-2019 05:18:25,
873,OEODC,SDET,Development,Delhi,18/10/22,Male,1071011,9898980872,5.00,,12-11-2022 17:58:00,
874,ESZVE,SDE,Operations,Texas,18/09/19,Female,1408361,9898980873,4.00,,01-06-2018 02:59:27,
875,UKXTF,MANAGER,Application Development,Texas,18/06/14,Male,1478361,9898980874,2.00,Work From Office,09-25-2019 02:58:36,
876,IODQN,QA,Development,Banglore,07/03/11,Male,1961807,9898980875,5.00,Work From Home,01-07-2019 12:42:22,
877,ETRFW,MANAGER,Testing,Pune,18/06/10,Male,1929437,9898980876,1.00,Work From Home,05-15-2014 21:27:59,
878,LOQVR,TEAM LEAD,Development,Banglore,26/09/17,Female,1587297,9898980877,2.00,Work From Home,11-19-2022 19:58:30,
879,PWWIG,SDET,Application Development,Banglore,20/09/13,Male,1718816,9898980878,4.00,Work From Home,06-06-2010 15:07:27,
880,OOQBL,SDET,Operations,Delhi,22/09/17,Female,1281817,9898980879,5.00,Work From Office,03-22-2012 14:25:40,
881,NRIDY,TEAM LEAD,Operations,Pune,29/04/20,Female,1839682,9898980880,4.00,Work From Home,08-03-2012 02:29:55,
882,SLDHQ,TEAM LEAD,Testing,Delhi,11/05/12,Male,1824098,9898980881,2.00,,07-24-2011 19:09:22,
883,FCSSP,SDET,Development,Delhi,18/05/19,Male,1397588,9898980882,3.00,,04-03-2021 09:04:52,
884,ZCLPT,SDE,Testing,Banglore,26/09/22,Female,1550840,9898980883,2.00,,05-16-2021 07:43:48,
885,JUDIW,QA,Testing,Texas,17/10/11,Male,1305673,9898980884,4.00,Work From Office,03-22-2010 15:27:20,
886,TJAED,SDET,Testing,Texas,04/02/19,Female,1396613,9898980885,5.00,Work From Home,02-03-2020 19:26:43,
887,LHKPV,SDET,Development,Banglore,06/07/12,Female,1699531,9898980886,4.00,Work From Home,11-27-2010 09:03:58,
888,XOKUT,SDET,Testing,Pune,05/05/21,Male,1088117,9898980887,2.00,Work From Office,12-02-2015 04:41:26,
889,QIKBN,MANAGER,Development,Gurgaon,03/03/11,Male,1848584,9898980888,1.00,Work From Home,03-07-2015 00:41:39,
890,NWLVH,QA,Application Development,Gurgaon,02/05/14,Male,1824931,9898980889,2.00,,07-24-2020 13:16:22,
